designation,price,description
Intel Core i7-13700 (2.1 GHz / 5.2 GHz),443.95,Processeur 16-Core (8 Performance-Cores + 8 Efficient-Cores) 24-Threads Socket 1700 Cache L3 30 Mo Intel UHD Graphics 770 0.010 micron (version boîte - garantie Intel 3 ans)
Intel Core i9-12900KF (3.2 GHz / 5.2 GHz),460.95,Processeur 16-Core (8 Performance-Cores + 8 Efficient-Cores) 24-Threads Socket 1700 Cache L3 30 Mo 0.010 micron (version boîte sans ventilateur - garantie Intel 3 ans)
AMD Ryzen 3 3200G Wraith Stealth Edition (3.6 GHz / 4 GHz),94.50,Processeur Quad-Core 4-Threads socket AM4 Cache L3 4 Mo Radeon Vega Graphics 8 12 nm TDP 65W avec système de refroidissement (version boîte - garantie constructeur 3 ans)
AMD Ryzen 7 5800X3D (3.4 GHz / 4.5 GHz),378.95,Processeur 8-Core 16-Threads socket AM4 AMD 3D V-Cache 100 Mo 7 nm TDP 105W (version boîte sans ventilateur - garantie constructeur 3 ans)
AMD Ryzen 9 5950X (3.4 GHz / 4.9 GHz),580.95,Processeur 16-Core 32-Threads socket AM4 GameCache 72 Mo 7 nm TDP 105W (version boîte sans ventilateur - garantie constructeur 3 ans)
Intel Core i3-12100F (3.3 GHz / 4.3 GHz),103.95,Processeur Quad-Core (4 Performance-Cores) 8-Threads Socket 1700 Cache L3 12 Mo 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
Intel Core i9-13900KF (3.0 GHz / 5.8 GHz),636.95,Processeur 24-Core (8 Performance-Cores + 16 Efficient-Cores) 32-Threads Socket 1700 Cache L3 36 Mo 0.010 micron (version boîte sans ventilateur - garantie Intel 3 ans)
Intel Core i7-12700K (3.6 GHz / 5.0 GHz),412.95,Processeur 12-Core (8 Performance-Cores + 4 Efficient-Cores) 20-Threads Socket 1700 Cache L3 25 Mo Intel UHD Graphics 770 0.010 micron (version boîte sans ventilateur - garantie Intel 3 ans)
Intel Core i5-12500 (3.0 GHz / 4.6 GHz),255.95,Processeur 6-Core (6 Performance-Cores) 12-Threads Socket 1700 Cache L3 18 Mo Intel UHD Graphics 770 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
Intel Core i3-12100 (3.3 GHz / 4.3 GHz),143.95,Processeur Quad-Core (4 Performance-Cores) 8-Threads Socket 1700 Cache L3 12 Mo Intel UHD Graphics 730 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
AMD Ryzen 9 7950X3D (4.2 GHz / 5.7 GHz),773.95,Processeur 16-Core 32-Threads socket AM5 AMD 3D V-Cache 144 Mo 5 nm TDP 120W (version boîte sans ventilateur - garantie constructeur 3 ans)
AMD Ryzen 5 7600 Wraith Stealth (4.0 GHz / 5.2 GHz),263.95,Processeur 6-Core 12-Threads socket AM5 GameCache 38 Mo 5 nm TDP 65W (version boîte avec ventilateur - garantie constructeur 3 ans)
Intel Core i9-13900KS (3.2 GHz / 6.0 GHz),806.95,Processeur 24-Core (8 Performance-Cores + 16 Efficient-Cores) 32-Threads Socket 1700 Cache L3 36 Mo Intel UHD Graphics 770 0.010 micron (version boîte sans ventilateur - garantie Intel 3 ans)
Intel Core i5-11400 (2.6 GHz / 4.4 GHz),162.95,Processeur 6-Core 12-Threads Socket 1200 Cache L3 12 Mo 0.014 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 3 4300G Wraith Stealth (3.8 GHz / 4.0 GHz),107.95,Processeur 4-Core 8-Threads socket AM4 Cache L3 4 Mo Radeon Vega Graphics TDP 65W avec système de refroidissement (version boîte - garantie constructeur 3 ans)
AMD Ryzen 7 7700 Wraith Prism (3.8 GHz / 5.3 GHz),382.95,Processeur 8-Core 16-Threads socket AM5 GameCache 40 Mo 5 nm TDP 65W (version boîte avec ventilateur - garantie constructeur 3 ans)
AMD Ryzen 9 7900 Wraith Prism (4.0 GHz / 5.4 GHz),500.95,Processeur 12-Core 24-Threads socket AM5 GameCache 76 Mo 5 nm TDP 65W (version boîte avec ventilateur - garantie constructeur 3 ans)
Intel Celeron G5905 (3.5 GHz),51.50,Processeur 2-Core 2-Threads Socket 1200 Cache L3 4 Mo Intel UHD Graphics 610 0.014 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 3 4100 Wraith Stealth (3.8 GHz / 4.0 GHz),84.95,Processeur 4-Core 8-Threads socket AM4 Cache 6 Mo 7 nm TDP 65W avec système de refroidissement (version boîte - garantie constructeur 3 ans)
AMD Ryzen 9 7900X3D (4.4 GHz / 5.6 GHz),656.95,Processeur 12-Core 24-Threads socket AM5 AMD 3D V-Cache 140 Mo 5 nm TDP 120W (version boîte sans ventilateur - garantie constructeur 3 ans)
Intel Core i5-13500 (2.5 GHz / 4.8 GHz),283.95,Processeur 14-Core (6 Performance-Cores + 8 Efficient-Cores) 20-Threads Socket 1700 Cache L3 24 Mo Intel UHD Graphics 770 0.010 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 5 5500 (3.6 GHz / 4.2 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,179.95,Processeur 6-Core 12-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
Intel Core i5-11400F (2.6 GHz / 4.4 GHz),137.95,Processeur 6-Core 12-Threads Socket 1200 Cache L3 12 Mo 0.014 micron (version boîte - garantie Intel 3 ans)
Intel Core i7-12700 (2.1 GHz / 4.9 GHz),358.95,Processeur 12-Core (8 Performance-Cores + 4 Efficient-Cores) 20-Threads Socket 1700 Cache L3 25 Mo Intel UHD Graphics 770 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
Intel Core i3-10105F (3.7 GHz / 4.4 GHz),86.50,Processeur 4-Core 8-Threads Socket 1200 Cache L3 6 Mo 0.014 micron (version boîte - garantie Intel 3 ans)
Intel Core i3-10100 (3.6 GHz / 4.3 GHz),126.95,Processeur 4-Core 8-Threads Socket 1200 Cache L3 6 Mo Intel UHD Graphics 630 0.014 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 5 5600X (3.7 GHz / 4.6 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,240.95,Processeur 6-Core 12-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
AMD Ryzen 7 5700X (3.4 GHz / 4.6 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,256.95,Processeur 8-Core 16-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
Intel Core i3-13100F (3.4 GHz / 4.5 GHz),128.95,Processeur Quad-Core (4 Performance-Cores) 8-Threads Socket 1700 Cache L3 12 Mo 0.010 micron (version boîte - garantie Intel 3 ans)
Intel Pentium Gold G6405 (4.1 GHz) (Tray),59.95,Processeur 2-Core 4-Threads Socket 1200 Cache L3 4 Mo Intel UHD Graphics 610 0.014 micron (version tray sans ventilateur - garantie Intel 3 ans)
AMD Ryzen 9 7950X (4.5 GHz / 5.7 GHz),654.95,Processeur 16-Core 32-Threads socket AM5 GameCache 80 Mo 5 nm TDP 170W (version boîte sans ventilateur - garantie constructeur 3 ans)
Intel Core i5-12600 (3.3 GHz / 4.8 GHz),279.95,Processeur 6-Core (6 Performance-Cores) 12-Threads Socket 1700 Cache L3 18 Mo Intel UHD Graphics 770 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
Intel Pentium G7400 (3.7 GHz),102.95,Processeur Dual-Core (2 Performance-Cores) 4-Threads Socket 1700 Cache L3 6 Mo Intel UHD Graphics 710 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
Intel Core i3-10105 (3.7 GHz / 4.4 GHz),128.95,Processeur 4-Core 8-Threads Socket 1200 Cache L3 6 Mo Intel UHD Graphics 630 0.014 micron (version boîte - garantie Intel 3 ans)
Intel Core i3-13100 (3.4 GHz / 4.5 GHz),156.95,Processeur Quad-Core (4 Performance-Cores) 8-Threads Socket 1700 Cache L3 12 Mo Intel UHD Graphics 730 0.010 micron (version boîte - garantie Intel 3 ans)
Intel Core i3-10100F (3.6 GHz / 4.3 GHz),84.50,Processeur 4-Core 8-Threads Socket 1200 Cache L3 6 Mo 0.014 micron (version boîte - garantie Intel 3 ans)
Intel Core i5-13400 (2.5 GHz / 4.6 GHz),260.95,Processeur 10-Core (6 Performance-Cores + 4 Efficient-Cores) 16-Threads Socket 1700 Cache L3 20 Mo Intel UHD Graphics 730 0.010 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 5 3400G Wraith Spire Edition (3.7 GHz / 4.2 GHz),120.95,Processeur Quad-Core 8-Threads socket AM4 Cache L3 4 Mo Radeon Vega Graphics 11 12 nm TDP 65W avec système de refroidissement (version boîte - garantie constructeur 3 ans)
Intel Core i7-12700F (2.1 GHz / 4.9 GHz),382.95,Processeur 12-Core (8 Performance-Cores + 4 Efficient-Cores) 20-Threads Socket 1700 Cache L3 25 Mo 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
AMD Ryzen 3 3200G (3.6 GHz / 4 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,121.95,Processeur Quad-Core 4-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
Intel Core i9-13900F (2.0 GHz / 5.6 GHz),614.95,Processeur 24-Core (8 Performance-Cores + 16 Efficient-Cores) 32-Threads Socket 1700 Cache L3 36 Mo 0.010 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 5 PRO 4650G (3.7 GHz / 4.2 GHz),188.95,Processeur 6-Core 12-Threads socket AM4 Cache L3 8 Mo Radeon Vega 7 Graphics TDP 65W (version bulk avec ventilateur - garantie constructeur 3 ans)
AMD Ryzen 5 5600 (3.5 GHz / 4.4 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,212.95,Processeur 6-Core 12-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
Intel Core i5-10500 (3.1 GHz / 4.5 GHz),205.95,Processeur 6-Core 12-Threads Socket 1200 Cache L3 12 Mo Intel UHD Graphics 630 0.014 micron (version boîte - garantie Intel 3 ans)
Intel Core i9-12900F (2.4 GHz / 5.1 GHz),512.95,Processeur 16-Core (8 Performance-Cores + 8 Efficient-Cores) 24-Threads Socket 1700 Cache L3 30 Mo 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
AMD Ryzen 3 4100 (3.8 GHz / 4.0 GHz),107.95,Processeur 4-Core 8-Threads socket AM4 Cache 6 Mo 7 nm TDP 65W (version tray avec ventilateur - garantie constructeur 3 ans)
Intel Core i9-12900KS (3.4 GHz / 5.5 GHz),550.95,Processeur 16-Core (8 Performance-Cores + 8 Efficient-Cores) 24-Threads Socket 1700 Cache L3 30 Mo Intel UHD Graphics 770 0.010 micron (version boîte sans ventilateur - garantie Intel 3 ans)
AMD Ryzen 7 5800X3D (3.4 GHz / 4.5 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,395.95,Processeur 8-Core 16-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
Intel Core i9-13900 (2.0 GHz / 5.6 GHz),648.95,Processeur 24-Core (8 Performance-Cores + 16 Efficient-Cores) 32-Threads Socket 1700 Cache L3 36 Mo Intel UHD Graphics 770 0.010 micron (version boîte - garantie Intel 3 ans)
Intel Celeron G5925 (3.6 GHz),54.95,Processeur 2-Core 2-Threads Socket 1200 Cache L3 4 Mo Intel UHD Graphics 610 0.014 micron (version boîte - garantie Intel 3 ans)
AMD Ryzen 7 5800X (3.8 GHz / 4.7 GHz) + Fox Spirit Cold Snap VT120 A-RGB + Zalman ZM-STC9,325.95,Processeur 8-Core 16-Threads socket AM4 avec ventirad ARGB et pâte thermique haute performance
AMD Ryzen 5 PRO 5650G (3.9 GHz / 4.4 GHz),228.95,Processeur 6-Core 12-Threads socket AM4 Cache 16 Mo 7 nm TDP 65W (version bulk avec ventilateur - garantie constructeur 3 ans)
AMD Ryzen 3 3200G (3.6 GHz / 4 GHz),109.95,Processeur Quad-Core 4-Threads socket AM4 Cache L3 4 Mo Radeon Vega Graphics 8 12 nm TDP 65W (version tray sans ventilateur - garantie constructeur 3 ans)
Intel Celeron G6900 (3.4 GHz),67.50,Processeur Dual-Core (2 Performance-Cores) 2-Threads Socket 1700 Cache L3 4 Mo Intel UHD Graphics 710 0.010 micron (version boîte avec ventilateur - garantie Intel 3 ans)
AMD Ryzen 5 3400G Wraith Spire Edition (3.7 GHz / 4.2 GHz) avec mise à jour BIOS,194.95,Processeur Quad-Core 8-Threads socket AM4 Cache L3 4 Mo Radeon Vega Graphics 11 12 nm TDP 65W avec système de refroidissement (version boîte - garantie constructeur 3 ans)
Intel Pentium Gold G6405 (4.1 GHz),75.95,Processeur 2-Core 4-Threads Socket 1200 Cache L3 4 Mo Intel UHD Graphics 610 0.014 micron (version boîte - garantie Intel 3 ans)
