designation,price,description
Western Digital WD Blue 6 To SATA 6Gb/s 256 Mo,164.95,"Seagate Exos 7E2000 2.5 HDD 1 To (ST1000NX0313) - Disque dur serveur 2.5"" 1 To 7200 RPM 128 Mo SATA 6Gb/s 512e"
Western Digital WD Gold 16 To (WD161KRYZ),443.95,"WD_Black 3.5"" Gaming Hard Drive 8 To SATA 6Gb/s - Disque dur 3.5"" 8 To 7200 RPM 256 Mo Serial ATA 6Gb/s - WD8001FZBX"
Western Digital Ultrastar DC HC550 16 To (0F38462),371.95,"Western Digital WD Red Pro 20 To - Disque Dur 3.5"" 20 To 512 Mo Serial ATA 6Gb/s 7200 RPM - WD201KFGX (bulk)"
Western Digital Ultrastar DC HC550 18 To (0F38459),557.95,"Western Digital WD Purple 6 To - Disque Dur 3.5"" 6 To 256 Mo 5400 RPM Serial ATA 6Gb/s - WD64PURZ"
Toshiba P300 2 To HDKPB04ZMA01S,54.50,"Western Digital Ultrastar DC HC520 12 To (0F30146) - Disque dur serveur 3.5"" 12 To 7200 RPM 256 Mo SATA 6Gb/s 512e (bulk)"
Seagate Exos 7E8 3.5 HDD 4 To (ST4000NM000A),176.95,"Western Digital Ultrastar DC HC510 8 To (0F27610) - Disque dur serveur 3.5"" 8 To 7200 RPM 256 Mo SATA 6Gb/s 512e ISE (bulk)"
Seagate Exos 7E8 3.5 HDD 6 To (ST6000NM021A),230.95,"Disque dur serveur 3.5"" 6 To 7200 RPM 256 Mo SATA 6 Gb/s 512e/4Kn (bulk)"
Seagate Exos 7E8 3.5 HDD 8 To (ST8000NM000A),323.95,"Western Digital WD Gold 14 To (WD141KRYZ) - Disque dur 3.5"" 14 To 7200 RPM 512 Mo Serial ATA 6 Gb/s 512e pour Centres de données (bulk)"
Western Digital WD Red Plus 14 To,398.95,"Western Digital WD Gold 18 To (WD181KRYZ) - Disque dur 3.5"" 18 To 7200 RPM 512 Mo Serial ATA 6 Gb/s 512e pour Centres de données (bulk)"
Seagate SkyHawk AI 12 To (ST12000VE001),365.95,"Seagate SkyHawk 8 To (ST8000VX004) - Disque dur 3.5"" 8 To 256 Mo Serial ATA 6 Gb/s pour Vidéosurveillance (bulk)"
Western Digital WD Purple Pro 14 To,382.95,"Western Digital WD Purple Pro 12 To - Disque Dur 3.5"" 12 To 256 Mo 7200 RPM Serial ATA 6Gb/s - WD121PURP"
Seagate Exos 7E2000 2.5 HDD 1 To (ST1000NX0313),273.95,"Western Digital WD Purple Pro 8 To - Disque Dur 3.5"" 8 To 256 Mo 7200 RPM Serial ATA 6Gb/s - WD8001PURP"
"WD_Black 3.5"" Gaming Hard Drive 8 To SATA 6Gb/s",313.95,"Seagate Exos 7E10 3.5 HDD 8 To (ST8000NM018B) - Disque dur serveur 3.5"" 8 To 7200 RPM 256 Mo SAS 3.0 12 Gb/s 512e/4KN (bulk)"
Western Digital WD Red Pro 20 To,543.95,"Western Digital WD Gold 22 To (WD221KRYZ) - Disque dur 3.5"" 22 To 7200 RPM 512 Mo Serial ATA 6 Gb/s 512e pour Centres de données (bulk)"
Western Digital WD Purple 6 To,169.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital Ultrastar DC HC520 12 To (0F30146),305.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital Ultrastar DC HC510 8 To (0F27610),356.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital Ultrastar DC HC530 14 To (0F31052),324.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Gold 14 To (WD141KRYZ),411.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Gold 18 To (WD181KRYZ),438.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Seagate SkyHawk 8 To (ST8000VX004),210.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Purple Pro 12 To,339.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Purple Pro 8 To,226.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Seagate Exos 7E10 3.5 HDD 8 To (ST8000NM018B),324.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Gold 22 To (WD221KRYZ),573.95,"Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo - Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
Western Digital WD Blue 2 To SATA 6Gb/s 64 Mo,57.50,"Disque dur 3.5"" 2 To 5400 RPM 64 Mo Serial ATA 6Gb/s - WD20EARZ (bulk)"
