Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,GV-N2070GAMING OC-8GC,Gigabyte,Gigabyte RTX 2070 8GB Gaming OC,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-2172-KR,EVGA,EVGA RTX 2070 8GB XC Gaming Dual HDB,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,RTX 2070 GAMING Z 8G,MSI,MSI RTX 2070 8GB Gaming Z,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-2173-KR,EVGA,EVGA RTX 2070 8GB XC Ultra Gaming,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,ROG-STRIX-RTX2070-O8G-GAMING,Asus,Asus RTX 2070 8GB ROG STRIX,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,RTX 2070 ARMOR 8G OC,MSI,MSI RTX 2070 8GB Armor OC,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,GV-N2070WF3-8GC,Gigabyte,Gigabyte RTX 2070 8GB Windforce,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-1071-KR,EVGA,EVGA RTX 2070 8GB Black Gaming,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,ZT-T20700E-10P,Zotac,Zotac RTX 2070 8GB Mini,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,DUAL-RTX-2070-8G,Asus,Asus RTX 2070 8GB Dual,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,GeForce RTX 2070 TRI FROZR,MSI,MSI RTX 2070 8GB Tri Frozr,49,104,478117,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,,Nvidia,GTX 1080,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,08G-P4-6180-KR,EVGA,EVGA GTX 1080 8GB Founders Edition,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GTX1080-8G,Asus,ASUS GTX 1080 8GB Founders Edition,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GEFORCE GTX 1080 Founders Edition,Nvidia,MSI GTX 1080 8GB Founders Edition,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,ZT-P10800A-10P,Nvidia,Zotac GTX 1080 8GB Founders Edition,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080D5X-8GD-B,Nvidia,Gigabyte GTX 1080 8GB Founders Edition,50,102,1082454,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
