Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8069510900X,Intel,Core i9-10900X,153,85.1,6322,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,BX8069510920X,Intel,Core i9-10920X,131,87.2,3007,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX8069510940X,Intel,Core i9-10940X,146,85.7,1827,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,162,84.2,4959,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX8070811900,Intel,Core i9-11900,55,100,3222,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,BX8070811900F,Intel,Core i9-11900F,71,97.7,3720,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,BX8070811900K,Intel,Core i9-11900K,50,103,35456,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,BX8070811900KF,Intel,Core i9-11900KF,47,104,8495,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,BX8071512900,Intel,Core i9-12900,29,111,1685,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,BX8071512900F,Intel,Core i9-12900F,26,113,1177,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,BX8071512900K,Intel,Core i9-12900K,18,117,66991,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,BX8071512900KF,Intel,Core i9-12900KF,15,117,8467,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,BX8071512900KS,Intel,Core i9-12900KS,13,119,4032,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,BX8071513900,Intel,Core i9-13900,7,124,154,https://cpu.userbenchmark.com/SpeedTest/1977296/13th-Gen-IntelR-CoreTM-i9-13900
CPU,BX8071513900F,Intel,Core i9-13900F,6,124,146,https://cpu.userbenchmark.com/SpeedTest/1994287/13th-Gen-IntelR-CoreTM-i9-13900F
CPU,BX8071513900K,Intel,Core i9-13900K,2,129,20554,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129
CPU,BX8071513900KF,Intel,Core i9-13900KF,3,129,6406,https://cpu.userbenchmark.com/SpeedTest/1946957/13th-Gen-IntelR-CoreTM-i9-13900KF
CPU,BX8071513900KS,Intel,Core i9-13900KS,1,131,1176,https://cpu.userbenchmark.com/SpeedTest/2000819/13th-Gen-IntelR-CoreTM-i9-13900KS
CPU,BX80673I97900X,Intel,Core i9-7900X,179,81.9,19432,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,BX80673I97920X,Intel,Core i9-7920X,186,81.6,5430,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,168,83.3,4560,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,BX80673I97960X,Intel,Core i9-7960X,169,83.2,2322,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,BX80673I97980X,Intel,Core i9-7980XE,202,80.1,4653,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,CL8068403805708,Intel,Core i9-8950HK,276,74.5,14729,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,BX80673I99820X,Intel,Core i9-9820X,180,81.9,2515,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,CL8068404069006,Intel,Core i9-9880H,218,78.9,11095,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,BX80684I99900,Intel,Core i9-9900,109,91.4,11853,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,69,97.9,354223,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,BX80684I99900KF,Intel,Core i9-9900KF,70,97.8,50265,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX80684I99900KS,Intel,Core i9-9900KS,63,98.8,12840,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX80673I99900X,Intel,Core i9-9900X,166,83.7,3521,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX80673I99920X,Intel,Core i9-9920X,140,86.4,1009,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,149,85.4,1846,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,156,84.9,850,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,BX80673I99980X,Intel,Core i9-9980XE,171,83,2201,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,BX80557E6550,Intel,Core2 Duo E6550,1097,37.4,11349,https://cpu.userbenchmark.com/Intel-Core2-Duo-E6550/Rating/568
CPU,BX80562Q6600,Intel,Core2 Quad Q6600,980,41.6,59658,https://cpu.userbenchmark.com/Intel-Core2-Quad-Q6600/Rating/1980
CPU,EM1800GBB22GV,AMD,E2-1800 APU (2012 M.Za),1358,25.4,3595,https://cpu.userbenchmark.com/SpeedTest/839/AMD-E2-1800-APU-with-Radeontm-HD-Graphics
CPU,FD4300WMHKBOX,AMD,FX-4300,707,51.6,55454,https://cpu.userbenchmark.com/AMD-FX-4300/Rating/2879
CPU,FD4350FRHKBOX,AMD,FX-4350,596,57.3,11995,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880
CPU,FD6100WMGUSBX,AMD,FX-6100,664,53.5,44863,https://cpu.userbenchmark.com/AMD-FX-6100/Rating/1984
CPU,FD6300WMHKBOX,AMD,FX-6300,638,55.2,261607,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555
CPU,FD8150FRGUBOX,AMD,FX-8150,566,58.6,22181,https://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006
CPU,FD8320FRHKBOX,AMD,FX-8320,569,58.5,106454,https://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983
CPU,FD832EWMHKBOX,AMD,FX-8320E,579,57.8,33199,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985
CPU,FD8350FRHKBOX,AMD,FX-8350,530,60.8,313196,https://cpu.userbenchmark.com/AMD-FX-8350/Rating/1489
CPU,FD8370FRHKBOX,AMD,FX-8370,507,62.1,34720,https://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983
CPU,FD837EWMHKBOX,AMD,FX-8370E,546,59.9,5639,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984
CPU,FD9370FHHKWOF,AMD,FX-9370,502,62.5,9054,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005
CPU,FD9590FHHKWOF,AMD,FX-9590,493,63.1,26109,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812
CPU,FM980PADY44AB,AMD,FX-9800P APU (2016 M.BR),1137,35.6,3040,https://cpu.userbenchmark.com/SpeedTest/141405/AMD-FX-9800P-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,FM983PAEY44AB,AMD,FX-9830P APU (2016 M.BR),1035,39.8,4052,https://cpu.userbenchmark.com/SpeedTest/215072/AMD-FX-9830P-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,FJ8066201930905,Intel,Pentium 4405U,814,48,3663,https://cpu.userbenchmark.com/SpeedTest/54474/IntelR-PentiumR-CPU-4405U---210GHz
CPU,HE8066201931229,Intel,Pentium 4405Y,1090,37.7,139,https://cpu.userbenchmark.com/SpeedTest/144619/IntelR-PentiumR-CPU-4405Y---150GHz
CPU,HE8067702740013,Intel,Pentium 4410Y,1064,38.9,66,https://cpu.userbenchmark.com/SpeedTest/315867/IntelR-PentiumR-CPU-4410Y---150GHz
CPU,FJ8067702739932,Intel,Pentium 4415U,799,48.7,6525,https://cpu.userbenchmark.com/SpeedTest/267685/IntelR-PentiumR-CPU-4415U---230GHz
CPU,BX80646G3220,Intel,Pentium G3220,807,48.3,19337,https://cpu.userbenchmark.com/Intel-Pentium-G3220/Rating/1967
CPU,BX80646G3240 ,Intel,Pentium G3240,749,50.2,10752,https://cpu.userbenchmark.com/Intel-Pentium-G3240/Rating/2820
CPU,BX80646G3258,Intel,Pentium G3258,685,52.6,23497,https://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434
CPU,BX80646G3420,Intel,Pentium G3420,666,53.5,4757,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968
CPU,BX80646G3430,Intel,Pentium G3430,609,56.5,263,https://cpu.userbenchmark.com/Intel-Pentium-G3430/Rating/1969
CPU,BX80646G3440,Intel,Pentium G3440,598,57.1,558,https://cpu.userbenchmark.com/Intel-Pentium-G3440/Rating/2435
CPU,BX80662G4400,Intel,Pentium G4400,829,47.5,36432,https://cpu.userbenchmark.com/Intel-Pentium-G4400/Rating/3539
CPU,BX80662G4500,Intel,Pentium G4500,617,56.3,3191,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538
CPU,BX80662G4520,Intel,Pentium G4520,543,60.1,384,https://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537
CPU,BX80677G4560,Intel,Pentium G4560,595,57.3,70054,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892
CPU,CM8067703016117,Intel,Pentium G4560T,542,60.2,468,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR-PentiumR-CPU-G4560T---290GHz
CPU,BX80677G4600,Intel,Pentium G4600,495,62.9,16729,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894
CPU,BX80677G4620,Intel,Pentium G4620,426,66.7,3147,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,CM8068403360212,Intel,Pentium G5400T,486,63.5,187,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz
CPU,CM8068403377713,Intel,Pentium G5500T,500,62.6,54,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz
CPU,HE8067702740018,Intel,Pentium Gold 4415Y,1079,38.2,2625,https://cpu.userbenchmark.com/SpeedTest/549016/IntelR-PentiumR-CPU-4415Y---160GHz
CPU,HE8067702740049,Intel,Pentium Gold 4425Y,1050,39.3,557,https://cpu.userbenchmark.com/SpeedTest/786431/IntelR-PentiumR-CPU-4425Y---170GHz
CPU,BX80684G5400,Intel,Pentium Gold G5400,509,62.1,15354,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR-PentiumR-Gold-G5400-CPU---370GHz
CPU,BX80684G5500,Intel,Pentium Gold G5500,381,69.1,971,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,BX80684G5600,Intel,Pentium Gold G5600,369,69.6,766,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,396,68.4,3112,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,BX80701G6500,Intel,Pentium Gold G6500,340,71.2,137,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,BX80701G6600,Intel,Pentium Gold G6600,284,73.9,46,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz
CPU,BX80715G7400,Intel,Pentium Gold G7400,403,68,265,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400
CPU,FH8068003067415,Intel,Pentium Silver J5005,1045,39.5,2202,https://cpu.userbenchmark.com/SpeedTest/487063/IntelR-PentiumR-Silver-J5005-CPU---150GHz
CPU,FH8068003067406,Intel,Pentium Silver N5000,1194,33.9,12140,https://cpu.userbenchmark.com/SpeedTest/499477/IntelR-PentiumR-Silver-N5000-CPU---110GHz
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,715,51.5,41403,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,688,52.6,43442,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,655,54,23835,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003
CPU,HDE00ZFBGRBOX,AMD,Phenom II X6 1100T,563,58.6,12769,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,602,57,83528,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,451,65.4,38959,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930
CPU,YD2200C5FBBOX,AMD,Ryzen 3 2200G,536,60.5,181631,https://cpu.userbenchmark.com/SpeedTest/441832/AMD-Ryzen-3-2200G-with-Radeon-Vega-Graphics
CPU,100-100000284BOX,AMD,Ryzen 3 3100,274,74.6,50446,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,YD3200C5FHBOX,AMD,Ryzen 3 3200G,499,62.7,104122,https://cpu.userbenchmark.com/SpeedTest/824486/AMD-Ryzen-3-3200G-with-Radeon-Vega-Graphics
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,209,79.7,15293,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,100-000000085,AMD,Ryzen 3 4300U,402,68,4587,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,100-000000253,AMD,Ryzen 3 5300G,248,76.9,772,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,YD1400BBAEBOX,AMD,Ryzen 5 1400,525,61,71313,https://cpu.userbenchmark.com/AMD-Ryzen-5-1400/Rating/3922
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,430,66.4,70038,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,358,70.2,392253,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,323,72,52721,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,288,73.7,140440,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,501,62.5,127344,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,312,72.6,2214,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,306,72.8,446215,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,282,74,142983,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,398,68.1,93718,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,100-1000000050,AMD,Ryzen 5 3500,190,80.9,16466,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,100-1000000158,AMD,Ryzen 5 3500X,183,81.7,33544,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,100-100000031BOX,AMD,Ryzen 5 3600,170,83.1,1072639,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,164,84.1,294959,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,157,84.8,30318,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,100-000000084,AMD,Ryzen 5 4500U,332,71.4,28533,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,100-000000100,AMD,Ryzen 5 4600H,360,70.1,27218,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,100-000000105,AMD,Ryzen 5 4600U,272,74.7,554,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,100-100000457BOX,AMD,Ryzen 5 5500,145,85.8,2904,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,100-100000927BOX,AMD,Ryzen 5 5600,100,93.1,6454,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,124,88.1,18264,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,87,95.9,206018,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,100-000001015BOX,AMD,Ryzen 5 7600,40,106,95,https://cpu.userbenchmark.com/SpeedTest/2016198/AMD-Ryzen-5-7600-6-Core-Processor
CPU,100-100000593WOF,AMD,Ryzen 5 7600X,30,110,952,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,384,69,144475,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,342,71,66470,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,325,71.8,30050,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,287,73.8,123820,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,263,75.7,159077,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,142,85.9,635419,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,132,87,141122,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,125,88.1,13898,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,100-000000083,AMD,Ryzen 7 4700U,269,75.2,19248,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics
CPU,100-000000098,AMD,Ryzen 7 4800H,285,73.9,20504,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,110,91.2,13666,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,84,96.1,7222,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,65,98.2,176584,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,48,104,4385,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,100-100000592BOX,AMD,Ryzen 7 7700,34,109,91,https://cpu.userbenchmark.com/SpeedTest/2016389/AMD-Ryzen-7-7700-8-Core-Processor
CPU,100-100000591WOF,AMD,Ryzen 7 7700X,25,113,883,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131
CPU,100-100000910WOF,AMD,Ryzen 7 7800X3D,16,117,85,https://cpu.userbenchmark.com/SpeedTest/2081998/AMD-Ryzen-7-7800X3D-8-Core-Processor
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,127,87.9,197342,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,121,88.7,16922,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,117,89.3,50170,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,45,104,239758,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,46,104,85275,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,100-100000590BOX,AMD,Ryzen 9 7900,35,109,95,https://cpu.userbenchmark.com/SpeedTest/2015863/AMD-Ryzen-9-7900-12-Core-Processor
CPU,100-100000589WOF,AMD,Ryzen 9 7900X,28,113,886,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132
CPU,100-100000909WOF,AMD,Ryzen 9 7900X3D,14,117,82,https://cpu.userbenchmark.com/SpeedTest/2053257/AMD-Ryzen-9-7900X3D-12-Core-Processor
CPU,100-100000514WOF,AMD,Ryzen 9 7950X,23,114,952,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133
CPU,100-100000908WOF,AMD,Ryzen 9 7950X3D,8,122,88,https://cpu.userbenchmark.com/SpeedTest/2052977/AMD-Ryzen-9-7950X3D-16-Core-Processor
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,255,76.3,7071,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,239,77.6,10440,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,252,76.7,23641,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,192,80.7,3902,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,189,81.1,10169,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,216,79,1966,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,219,78.9,3658,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,130,87.2,6609,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,141,86.1,5130,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,100-000000163,AMD,Ryzen TR 3990X,144,85.8,1222,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,307,72.8,8137,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,293,73.3,19313,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,275,74.5,3580,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,298,73,2511,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,244,77.1,297,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,BX80621E52670,Intel,Xeon E5-2670,415,67.3,4803,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
